0,39452585,8255601,26662847
1,7457505,5064113,22296505
2,8882780,4882654,21434088
3,8135039,4305073,21352197
4,7422455,4950052,21623896
5,7375560,4323333,21613439
6,7227843,4415571,21663404
7,6998098,4248805,21600502
8,7114054,4451782,22018499
9,7228235,4282722,21175270
10,6874276,4287828,21735973
11,5908425,2368578,21098881
12,7138494,4519249,21643032
13,7006941,4583516,22032714
14,7264276,4296683,20517634
15,6979798,4852304,21600288
16,7413614,4375064,21202102
17,6693831,4383949,21797090
18,7264550,4358510,21682368
19,6973145,4349220,21406512
20,7112279,4064427,20917558
21,7227216,4186408,20362847
22,7075071,4284114,21453318
23,6999182,4943352,20943096
24,7103739,4114571,21096647
25,7138962,4035217,19966160
26,7277874,4255420,21501407
27,7295109,4206934,21520645
28,7100635,4261539,21479388
29,7011913,4264159,21542485
30,6990384,4398961,20789383
31,5812492,1651926,19638507
32,5744544,2071062,20576356
33,7110539,4272452,21540311
34,7013471,4549106,21739595
35,10736075,4124211,21205050
36,6913763,4114202,21011441
37,6534959,4014731,21711403
38,6840676,4158290,21854437
39,6441047,4104927,21101105
40,6605909,4299464,22016402
41,6866082,4219723,20669992
42,6798594,4051747,21385182
43,6830279,4067288,21590805
44,6750890,4107875,21940797
45,6556900,3950235,20379293
46,6865136,3995983,21397114
47,6657014,4207674,21276832
48,6875169,3963362,21185398
49,6687990,4220450,22327287
50,6627674,7152840,21578437
51,7255138,3656861,21274170
52,6501826,4059685,21101951
53,6898532,3916039,21343590
54,6558912,3976264,21028074
55,6809379,4135080,21120440
56,6307415,4096603,20943281
57,7061351,4049901,21275750
58,6586514,4021558,20985319
59,15670137,4084768,20643462
60,5769102,1626129,18967876
61,5719900,2451361,19537662
62,6482510,3939197,21206058
63,7060070,4398808,21129930
64,6549993,3770194,20508542
65,6537937,4036802,19894495
66,6157244,3965830,21109412
67,6306893,5108628,21376023
68,11187877,3933307,21273655
69,6350978,4064672,20465587
70,6915363,3933911,20893886
71,6544360,4041882,20864007
72,6880892,3917044,21236097
73,6781448,3862292,21143812
74,6879984,3922849,20870909
75,6672806,3882901,20776974
76,6420109,4074483,20978775
77,8236995,4053802,21864056
78,6880512,4063384,21435405
79,6661294,3913985,21065861
80,6027965,2122843,19263617
81,5989851,1924660,20502125
82,6729220,3970955,20677143
83,6967997,3974671,21079184
84,6829288,4103291,21022766
85,6937024,4936544,20368106
86,6892226,5793795,22452913
87,6419997,3529519,19881351
88,6241288,3441134,21289523
89,6501726,3925467,20940618
90,6964258,3866383,19807365
91,7121165,3950180,21208880
92,6752729,3951429,20379472
93,6764950,4018306,20895736
94,6883546,4126704,21218500
95,7266950,4683322,21251536
96,5821630,1755770,18911544
97,5340268,1973466,19621092
98,6192882,3856639,20804153
99,6788443,3921616,20961912
100,7119446,3884865,20847898
101,7010320,3985683,21322686
102,7093386,4135325,21105092
103,6657341,3921215,21137231
104,6806867,4180510,20914910
105,6372991,3954991,20972432
106,6761803,3973135,20835206
107,7058320,3949148,21290948
108,6358382,3881963,21490092
109,7005830,4172634,21200714
110,6000659,4065788,21255750
111,7296068,4421142,21503405
112,6395444,4145360,21391827
113,7106925,4167949,21270334
114,7123456,4065909,21153435
115,6940988,4176677,21272680
116,6395939,4338027,22550177
117,6438908,4163649,20113915
118,6923501,4281610,21584657
119,7080500,4121517,19911094
120,7322560,4133982,21402663
121,6848696,4146566,21193882
122,6582376,4220738,23126502
123,7036005,4086566,21904718
124,6663056,6043358,20800676
125,6520509,4338078,19675979
126,6301238,4047907,21116420
127,6907566,4104640,20994946
128,6792720,4303830,21202572
129,6806649,4284938,21144091
130,6579517,4185491,21157749
131,6622240,7824621,21324038
132,6906863,4050933,21861970
133,6492735,3535262,21136236
134,7367627,3762188,22186635
135,7048149,3946288,21865002
136,6447308,3948160,21315878
137,7096522,3902039,21015861
138,6328530,3872982,21004887
139,6485856,3857529,21458868
140,6259850,3967380,20494073
141,6709606,3991450,21538254
142,6403103,4089589,21848969
143,6891572,3894264,21085649
144,6444074,4006766,20544409
145,6377091,4234256,21173711
146,6860147,4194280,21062062
147,7085606,4256214,21283906
148,6974672,4191512,21158988
149,6845686,4360914,21230227
150,7129219,4101058,21335150
151,6937652,4208878,21125521
152,6358966,4123490,21104314
153,6271006,3782397,21176740
154,6777520,4079118,21035111
155,6492219,3877271,21254804
156,6462017,4250921,21956265
157,7189303,3898882,21072517
158,7078129,3981697,21844563
159,6744408,3925717,21192028
160,6606157,3962533,21110117
161,6595436,3907451,21163189
162,6673348,3882747,20745869
163,5698956,3949927,20252949
164,5749292,1690614,18576199
165,5969688,2335311,19878657
166,6284494,4347252,21012270
167,6615346,8696717,20910969
168,6424864,4278249,21362254
169,6053817,3949859,20535263
170,6751024,3978579,22227596
171,6497117,4036228,20362209
172,6588874,3943678,20604547
173,6532036,3989685,20609183
174,6545928,3862988,20423837
175,6820179,3757356,20880859
176,6376728,3808962,20928260
177,6690789,3838063,21135104
178,6679765,4022972,21145693
179,6609395,4077119,20917203
180,7038041,3955249,21101515
181,6694412,3992025,21136873
182,6653240,3998410,21137652
183,6911044,4289954,20933361
184,6475875,3968252,21390860
185,6759655,3986563,21223931
186,6827143,4069553,21248356
187,6300193,3954669,20117595
188,7247832,4015896,21539659
189,6445390,3942789,20581078
190,7061872,4172077,19970353
191,6117782,3958916,21272144
192,6706561,3920740,20438814
193,6509564,3989519,21023395
194,6542625,3903220,21058641
195,6450974,4005868,20642388
196,5924508,3793574,21242488
197,6354125,4056249,21012953
198,6382316,4048692,20917434
199,6692677,3996625,21004824
200,6128629,4657364,21147314
201,6649191,4039080,21357943
202,6346864,4390342,21366670
203,6363110,3996010,21301251
204,6560605,4004700,21120815
205,6418836,4135788,20780002
206,6610192,4858870,21097228
207,7203889,3912374,21259270
208,6172943,3579068,21077313
209,6848935,3592057,20974250
210,6555004,4456282,21498667
211,6859932,3614292,20679620
212,6826401,4072419,21752790
213,6733783,3938864,21415986
214,6843296,4217446,21526315
215,6846494,3970203,20869552
216,6632188,4031227,21146079
217,6697117,4029134,21214954
218,6412300,3971368,21150120
219,6957511,4375223,21386188
220,6458356,4022867,20987388
221,7129832,3848824,21678255
222,6334022,3771816,20839713
223,6292746,3965426,21402284
224,6443443,4176485,21421121
225,5762815,2711271,19171400
226,5679121,1929804,19668883
227,6138323,3941457,20902392
228,6489255,3964847,20842074
229,6309956,3966112,21258415
230,7104453,3931132,21292790
231,6700347,3931149,20652812
232,6486114,7759549,20494448
233,7652125,2711178,19685339
234,5796743,2965625,20223355
235,6824751,5336694,21046567
236,6736515,3844810,21183755
237,6483219,3643805,19991106
238,5723992,1714548,18829658
239,5788729,2247071,19498013
240,6773743,3818700,20859284
241,6469159,4132453,20982822
242,6997909,3806371,20996967
243,6587995,3803996,20900519
244,6812241,3937237,26683699
245,6520093,4001025,20776084
246,6466811,3794910,21101323
247,6525935,3798259,21637295
248,6986008,4179466,21839801
249,6697236,3876367,20084639
250,6630243,3890642,20120192
251,6501175,3555094,20830006
252,6798773,3909327,20993110
253,6814497,4357610,20939849
254,7074039,3878860,21732088
255,6698836,4225748,21087374
256,6453115,3834504,21127647
257,6846025,3819371,21018577
258,6744298,3713148,21102252
259,6606172,3844028,21155895
260,6474485,10529031,21368529
261,5501289,1506504,19271458
262,5705525,1833953,20484260
263,6743772,4136221,20791146
264,6787737,3790496,21390915
265,6446760,3957530,20546175
266,6333400,3847325,20961919
267,6867726,3812945,20853213
268,7201128,3964873,20951198
269,6951091,3830286,21302687
270,6756644,3846909,20877223
271,6438908,3758865,20343362
272,6434738,3809752,21163415
273,6601976,4088341,20107571
274,6670637,3934859,20039034
275,6974138,3865364,19721131
276,6451404,3969141,19979053
277,6711282,3857487,21343127
278,9224533,3776724,20418260
279,6400003,4531270,20248862
280,6718431,3800698,21661569
281,6650983,3834629,21558953
282,6718477,3890005,21004988
283,20271983,4088999,21770783
284,5180239,1687078,20570350
285,5899013,2909810,19706044
286,7002165,3964855,21078965
287,6565857,3885638,20163893
288,6581291,3720640,21434979
289,6756033,3797292,21181681
290,7094611,4080866,21021697
291,6322590,3760975,21237360
292,6924461,3786472,20839398
293,6764896,3743828,20969199
294,7002449,3790184,20607025
295,7226729,3879321,20770008
296,6699170,3790249,20756972
297,7159115,3784370,20588486
298,6328389,3680562,20628495
299,6595726,3858818,21581771
300,6755735,3923759,21483477
301,6787224,3731644,24652004
302,6446081,3862367,19499150
303,6135057,2664515,19722363
304,6622132,3766113,20980428
305,7073769,3806299,20115803
306,6944754,3875995,21059512
307,7337016,3797049,24326291
308,6294819,3370441,20877427
309,7017418,3793503,20957382
310,7088427,3850201,20777603
311,6557101,3704678,21256830
312,6897826,3781950,20859478
313,6536315,3812929,20816990
314,6910730,3685512,20881929
315,6651521,3792183,21568311
316,6683359,3665981,20980801
317,6818453,3707297,20904118
318,6786533,3725553,21364933
319,6666535,7357724,21714293
320,6982410,3725011,21541077
321,6493100,3730202,21045223
322,6747592,3708305,20889547
323,6834198,3758164,21013113
324,6882415,3727869,20770567
325,6827272,3775919,21079318
326,6756127,3798809,29724502
327,5708717,1969841,19339655
328,5463918,1425348,19180225
329,7179333,3774704,21077654
330,6931481,3889345,20863023
331,6568039,3755146,20773174
332,6876876,3966320,20852985
333,6537890,3935251,20854010
334,6889971,3990507,20207739
335,6749706,3976764,19752947
336,6882699,3979912,20388701
337,6833581,3938374,20479663
338,6645103,3938247,20427748
339,6761254,3973887,20420376
340,7064373,4245487,23611038
341,6381282,3958884,21046751
342,7039966,4604912,21138500
343,6964294,3902076,21061337
344,6814654,4000213,20741120
345,6589297,3621575,21377974
346,6689112,3643161,21186286
347,6895237,3902941,20949132
348,6847753,4238526,21853901
349,6810536,3653169,20605792
350,6878584,3957398,20837686
351,6587389,3869914,20953851
352,7044717,4308477,20574422
353,6642068,3981603,20928625
354,7230490,4039538,21393979
355,6365662,3991262,21343385
356,6685416,4171389,21133297
357,6947292,3889319,20357899
358,7223462,4021619,20737410
359,6886532,4000295,21140486
360,6554242,3969766,21096715
361,6647999,3974681,20957275
362,6721323,3579631,20519673
363,6442925,3820867,20867468
364,6639003,3866478,21400211
365,8320667,3573871,20660235
366,6692781,3821436,20867127
367,6632523,3931994,21099509
368,7001314,3882833,20688229
369,7112910,3968376,20842759
370,7065951,3893517,20540491
371,6899709,3884088,21146052
372,6567347,4199296,20000722
373,6997562,3832012,20946921
374,6980700,3772440,20821272
375,6749228,3512742,21159023
376,6503203,4158511,21341912
377,7200725,3860554,21412151
378,7247135,4493797,19883775
379,7703812,3937942,25073855
380,6579906,9205843,21467527
381,6978810,3989043,20684035
382,6534357,3733453,20756674
383,6642677,3683520,19977744
384,6739473,4735952,21397214
385,6742133,3667647,21032408
386,6717329,3722114,23374985
387,6657663,3639130,20109501
388,6627284,3578994,20275008
389,6490118,3757387,20930396
390,6722668,3671658,21082157
391,6954950,3695336,20656212
392,6718220,3681218,21376839
393,6784719,3744845,21045344
394,6932209,4210079,20854881
395,6578239,3602783,21070711
396,6389291,3889259,20643521
397,6774402,3792600,20605026
398,6882008,3808442,20914130
399,6765986,3736609,20195107
400,6514226,3711559,20001871
401,7384359,3615086,19466980
402,6385716,3711438,20818468
403,6543731,3717353,21201815
404,6719502,3621172,20656513
405,6790091,3671194,20701663
406,6298521,3776021,21633711
407,6281811,3989081,20605116
408,6428841,3848359,20756872
409,6827204,3987190,20660270
410,6659619,3826139,20415082
411,6867728,3837743,21102322
412,6850325,3714534,21100008
413,6500226,3720345,21255051
414,6726495,3755224,21105011
415,6773587,3681127,20910141
416,6958458,3887973,20798939
417,7013723,3992604,21784207
418,7100522,3927415,21499109
419,7217305,4048923,19971124
420,6967452,3927375,21165553
421,6934738,3941093,21205132
422,6644994,3780490,21437765
423,6724028,3848049,20882700
424,6521783,3656716,20973678
425,6733997,3619188,19746842
426,7065243,3541127,20624042
427,6404934,4397687,20918287
428,6816124,3929332,20513019
429,7000366,4527469,20927232
430,6870425,3962633,20954989
431,6913911,4223720,21055841
432,6731141,3884046,20432922
433,6683744,3871836,21612032
434,6773394,3981382,20901617
435,6478250,3938802,20841813
436,6534511,4050228,20644096
437,6533927,4108032,21026485
438,9002207,3820483,20579462
439,6987664,3764846,21739041
440,6796533,3705652,20950222
441,6517781,3975348,21230167
442,6546972,3881010,20637083
443,7657609,5340203,20142776
444,6295560,3637405,20895132
445,6620525,3956823,20911093
446,6596929,4447995,20883484
447,6337916,3901174,20947178
448,6640172,3969850,21320867
449,6943182,3941018,20816883
450,7180470,3847629,21646305
451,6468333,3850707,21329226
452,5860345,2967538,20537011
453,6723681,4053638,21553656
454,11830616,4068982,21213626
455,7051715,3973281,20677192
456,6752229,3862779,21016608
457,16756079,3876701,25476667
458,6525035,3332633,20624528
459,13846318,3535095,20642679
460,6376793,2406646,20648927
461,6412207,3498065,20536332
462,6010383,3412165,19722722
463,6616976,3600997,20572922
464,6892149,3552581,20598882
465,6787175,3520055,21054336
466,6679354,3502839,21512714
467,6749051,3536838,19515447
468,6743845,3688485,20559578
469,6251351,3346416,20951948
470,7089683,5177433,20981630
471,6726305,3642351,20929337
472,6512346,3477829,20708382
473,6617121,3558145,20426772
474,6436298,3518956,19538347
475,5610996,1817600,20359302
476,6334745,3410566,21419974
477,7086157,3491948,20407929
478,6690228,4393321,20492044
479,6141251,2795199,20966712
480,6849686,3484418,21044048
481,6782336,3783485,21009050
482,6861710,3516495,20024970
483,6900102,3451008,20521469
484,6722419,3473955,20451853
485,6546907,3637042,20709011
486,6507934,3482659,19350147
487,6693452,3684431,20530875
488,6550926,3575593,21306811
489,6613274,3605619,19663646
490,6386932,3530486,19998583
491,6336335,3596801,21386857
492,7017509,3496038,21347089
493,6786778,3532032,20228565
494,6798543,3552188,20776607
495,6637108,3676225,20055863
496,6260851,3449727,20956252
497,6672910,3580534,20412411
498,6712674,3547616,20757142
499,6862167,3660113,20943898
500,6798766,3801774,21408615
501,6450912,3746543,21137601
502,6766533,3815012,20622537
503,6742415,3726732,20778052
504,6708759,3791779,21209998
505,6364584,3764584,18960725
506,5658816,1569281,20098933
507,6519952,3763976,19705737
508,6529379,3741096,20777426
509,6497413,3709527,20846824
510,6588300,3826051,21050133
511,6754427,3640647,21001581
512,6932247,3634390,21013370
513,6474099,3521435,19579913
514,6358513,3705576,21365415
515,6898344,3537990,20895082
516,6669496,3703255,21097869
517,6679998,3544031,21496696
518,10664341,3781153,20521014
519,6339380,2671173,19172184
520,6877041,3624546,21341820
